__________________________________________________________________________________________________________
🎈稳定流畅,#genre#
河北卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=hbws
山东卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=sdws
安徽卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=ahws
河南卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=hnws
湖北卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=hubws
湖南卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=hunws
江西卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=jxws
江苏卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=jsws
浙江卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=zjws
东南卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=dnws
广东卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=gdws
深圳卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=szws
广西卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=gxws
贵州卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=gzws
四川卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=scws
新疆卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=xjws
海南卫视,http://hrare.gnway.cc:8000/tv/mg.php?id=hinws
  


 CCTV1,http://ldncctvwbndks.v.kcdnvip.com/ldncctvwbnd/ldcctv1_2/index.m3u8
 CCTV1,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/2500/index.m3u8?&encrypt=
 CCTV2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?&encrypt=
 CCTV3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&encrypt=
 CCTV4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?&encrypt=
 CCTV5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?&encrypt=
 CCTV6,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv6hd/3000/index.m3u8?&encrypt=
 CCTV7,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/57/index.m3u8?&encrypt=
 CCTV8,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?&encrypt=
 CCTV9,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/57/index.m3u8?&encrypt=
 CCTV10,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?&encrypt=
 CCTV11,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv11hd/50/20200103/index.m3u8?&encrypt=
 CCTV12,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?&encrypt=
 CCTV13,http://ldncctvwbndks.v.kcdnvip.com/ldncctvwbnd/ldcctv13_2/index.m3u8
 CCTV13,http://hw-m-l.cztv.com/channels/lantian/channel16/720p.m3u8
 CCTV13,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?&encrypt=
 CCTV14,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv14hd/3000/index.m3u8?&encrypt=
 CCTV15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/57/index.m3u8?&encrypt=
 CCTV16,http://cfss.cc/ds/bst.php?id=Cf-17
 CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/index.m3u8?&encrypt=
 
 CCTV1,https://media.hndyjyfw.gov.cn/live/jz-cctv-1/live.m3u8
CCTV3,https://media.hndyjyfw.gov.cn/live/jz-cctv-3/live.m3u8
CCTV5,https://media.hndyjyfw.gov.cn/live/jz-cctv-5/live.m3u8
CCTV5+,https://media.hndyjyfw.gov.cn/live/jz-cctv-5-plus/live.m3u8
CCTV6,https://media.hndyjyfw.gov.cn/live/jz-cctv-6/live.m3u8
CCTV7,https://media.hndyjyfw.gov.cn/live/jz-cctv-7/live.m3u8
CCTV9,https://media.hndyjyfw.gov.cn/live/jz-cctv-9/live.m3u8
CCTV10,https://media.hndyjyfw.gov.cn/live/jz-cctv-10/live.m3u8
CCTV11,https://media.hndyjyfw.gov.cn/live/jz-cctv-11/live.m3u8
CCTV12,https://media.hndyjyfw.gov.cn/live/jz-cctv-12/live.m3u8
CCTV13,https://media.hndyjyfw.gov.cn/live/jz-cctv-13/live.m3u8
CCTV14,https://media.hndyjyfw.gov.cn/live/jz-cctv-14/live.m3u8
 
 CCTV1,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1580954862_989339440/wd_r2/cctv/cctv1/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073730&ContentId=265183188&timezone=UTC&mtv_session=70e0f8e2241f03fbb284fe07471c1406&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a8389d6ec822d0e298d3b92aa95fa266
CCTV1,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1581250417_885644752/wd_r2/cctv/cctv1/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073731&ContentId=265183188&timezone=UTC&mtv_session=daa1da1586a901a8da2361a3c74fb673&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7ebdf5c15cb6d83de8422d8a58468f02
CCTV2,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1581514102_1458964604/wd_r2/cctv/cctv2/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073731&ContentId=265667329&timezone=UTC&mtv_session=0652a49abec4c860e1b09ad88db72dc8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3816442679b4c149e40771e4b7b870cb
CCTV3,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1581797368_796839580/wd_r2/ocn/cctv3/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073731&ContentId=265667206&timezone=UTC&mtv_session=930288b6183258a028c1df87d499752c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4fe4ab3b93d2b7f4fe74cdc14f0914bb
CCTV4,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1582083769_-1437579634/wd_r2/cctv/cctv4/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667639&timezone=UTC&mtv_session=bd66c8df11d2f77bee645f53f4ed7362&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c2b1baee99eab7588b8ea53f584c3bb1
CCTV5,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1582982132_-1228252651/wd_r2/cctv/cctv5new/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667565&timezone=UTC&mtv_session=9723de29a88e2be1095d8c6d5a75dee9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12723843ed39c650d67a569eb896dd81
CCTV5,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1583280123_-1034945773/wd_r2/cctv/cctv5new/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265667565&timezone=UTC&mtv_session=8f0bdd602a18ee761127cc159afcecfb&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2b2cde70d9706cbeb708efa172ae54ff
CCTV5+,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1583569220_1871236375/wd_r2/cctv/cctv5plusnew/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265106763&timezone=UTC&mtv_session=58d355d22d80390d6d25dbd6f235e018&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9c4cfaf2b480fa47f51066d541e0a97a
CCTV5+,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1583876590_-1805575416/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265106763&timezone=UTC&mtv_session=1f5bd52f67ecd434a6cf3bd7ebc51a71&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=08375028c68909716c1218fc91018199
CCTV6,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1584168866_889700348/wd_r2/ocn/cctv6/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667482&timezone=UTC&mtv_session=f70082b1ade8cb422547681dfcdad578&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3197a71757b802dc65f32626eb2ec8dd
CCTV7,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1584449189_-1771078739/migu/kailu/20200324/cctv7/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667268&timezone=UTC&mtv_session=dac68d68c1a7bfb5fce6e52fcae95b03&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=011fdc0d9d5b681821c2be70c08216b1
CCTV8,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1584743785_1819567660/wd_r2/ocn/cctv8/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667466&timezone=UTC&mtv_session=f134ad943219a0326cf721cd778880da&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d7e74f98dc5df6c18673696da1cb0fc7
CCTV9,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1585021209_2146650853/migu/kailu/20200324/cctv9/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667202&timezone=UTC&mtv_session=3b457b5d48dfa5bec1b31c42bdc38890&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4831b14f9cf512f5bf6964b103251dc9
CCTV10,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1585335959_654961635/wd_r2/ocn/cctv10/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667631&timezone=UTC&mtv_session=2b68379f8365805b0723de44fb722ac4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b8a484d39ecc065fa7a374c4a21467e9
CCTV11,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1585598366_-481653261/migu/kailu/cctv11/57/20200103/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667429&timezone=UTC&mtv_session=4b2a1a34470a2292a3b6b8defdd19dc8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f5c6b917bd6664cd3abf93c9a779b8bf
CCTV12,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1585892033_-953434305/migu/kailu/20200324/cctv12/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667607&timezone=UTC&mtv_session=04a047571867297b61308196c0b61be4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6f196fd01444dfaf9d9ea5d0cc8ecc01
CCTV13,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1586189138_-1841939918/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667474&timezone=UTC&mtv_session=8007a0a816a3740025b4925aeae306b3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9ef05645ea51ea0bcfe8d603b748a30e
CCTV14,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1586468724_862335566/wd_r2/ocn/cctv14/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667325&timezone=UTC&mtv_session=d69ff4fc771dd3f04825ad6d23121aa0&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e145be999fb1457e94c38e728570b97e
CCTV15,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1586792991_-195972221/migu/kailu/20200324/cctv15/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667535&timezone=UTC&mtv_session=5229243a54883745a550aaaa6f71126b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=324a9a20d7e080d5c25a85803c60add8
CCTV17,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1587065488_-544231819/migu/kailu/20200324/cctv17/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073737&ContentId=265667526&timezone=UTC&mtv_session=fce9a29d0fe15700731dd42b5514437c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38e21fbccbeb7ce8cdeaf7c394b87ce1

 
 _________________________________________________________________________________________________________
 
  
 CCTV1,http://cfss.cc/api/ysp/cctv1.m3u8
 CCTV2,http://cfss.cc/api/ysp/cctv2.m3u8
 CCTV3,http://cfss.cc/api/ysp/cctv3.m3u8
 CCTV4,http://cfss.cc/api/ysp/cctv4.m3u8
 CCTV5,http://cfss.cc/api/ysp/cctv5.m3u8
 CCTV6,http://cfss.cc/api/ysp/cctv6.m3u8
 CCTV7,http://cfss.cc/api/ysp/cctv7.m3u8
 CCTV8,http://cfss.cc/api/ysp/cctv8.m3u8
 CCTV9,http://cfss.cc/api/ysp/cctv9.m3u8
 CCTV10,http://cfss.cc/api/ysp/cctv10.m3u8
 CCTV11,http://cfss.cc/api/ysp/cctv11.m3u8
 CCTV12,http://cfss.cc/api/ysp/cctv12.m3u8
 CCTV13,http://cfss.cc/api/ysp/cctv13.m3u8
 CCTV14,http://cfss.cc/api/ysp/cctv14.m3u8
 CCTV15,http://cfss.cc/api/ysp/cctv15.m3u8
 CCTV16,http://cfss.cc/api/ysp/cctv16.m3u8
 CCTV17,http://cfss.cc/api/ysp/cctv17.m3u8
 _________________________________________________________________________________________________________
CCTV1,https://media.hndyjyfw.gov.cn/live/jz-cctv-1/live.m3u8
CCTV2,https://media.hndyjyfw.gov.cn/live/jz-cctv-2/live.m3u8
CCTV3,https://media.hndyjyfw.gov.cn/live/jz-cctv-3/live.m3u8
CCTV4,https://media.hndyjyfw.gov.cn/live/jz-cctv-4/live.m3u8
CCTV5,https://media.hndyjyfw.gov.cn/live/jz-cctv-5/live.m3u8
CCTV6,https://media.hndyjyfw.gov.cn/live/jz-cctv-6/live.m3u8
CCTV7,https://media.hndyjyfw.gov.cn/live/jz-cctv-7/live.m3u8
CCTV8,https://media.hndyjyfw.gov.cn/live/jz-cctv-8/live.m3u8
CCTV9,https://media.hndyjyfw.gov.cn/live/jz-cctv-9/live.m3u8
CCTV10,https://media.hndyjyfw.gov.cn/live/jz-cctv-10/live.m3u8
CCTV11,https://media.hndyjyfw.gov.cn/live/jz-cctv-11/live.m3u8
CCTV12,https://media.hndyjyfw.gov.cn/live/jz-cctv-12/live.m3u8
CCTV13,https://media.hndyjyfw.gov.cn/live/jz-cctv-13/live.m3u8
CCTV14,https://media.hndyjyfw.gov.cn/live/jz-cctv-14/live.m3u8
CCTV15,https://media.hndyjyfw.gov.cn/live/jz-cctv-15/live.m3u8
_________________________________________________________________________________________________________
CCTV1,http://42.53.68.178:9901/tsfile/live/0001_1.m3u8
CCTV2,http://42.53.68.178:9901/tsfile/live/0002_1.m3u8
CCTV3,http://42.53.68.178:9901/tsfile/live/0003_1.m3u8
CCTV4,http://42.53.68.178:9901/tsfile/live/0004_1.m3u8
CCTV5,http://42.53.68.178:9901/tsfile/live/0005_1.m3u8
CCTV5+,http://42.53.68.178:9901/tsfile/live/0016_1.m3u8
CCTV6,http://42.53.68.178:9901/tsfile/live/0006_1.m3u8
CCTV7,http://42.53.68.178:9901/tsfile/live/0007_1.m3u8
CCTV8,http://42.53.68.178:9901/tsfile/live/0008_1.m3u8
CCTV9,http://42.53.68.178:9901/tsfile/live/0009_1.m3u8
CCTV10,http://42.53.68.178:9901/tsfile/live/0010_1.m3u8
CCTV11,http://42.53.68.178:9901/tsfile/live/0011_1.m3u8
CCTV12,http://42.53.68.178:9901/tsfile/live/0012_1.m3u8
CCTV13,http://42.53.68.178:9901/tsfile/live/0013_1.m3u8
CCTV14,http://42.53.68.178:9901/tsfile/live/0014_1.m3u8
CCTV15,http://42.53.68.178:9901/tsfile/live/0015_1.m3u8

CCTV11,http://42.53.68.178:9901/tsfile/liv/0015_1.m3u8
CCTV12,http://42.53.68.178:9901/tsfile/liv/0012_1.m3u8
CCTV13,http://42.53.68.178:9901/tsfile/liv/0013_1.m3u8
CCTV14,http://42.53.68.178:9901/tsfile/liv/0014_1.m3u8
CCTV15,http://42.53.68.178:9901/tsfile/liv/0015_1.m3u8

 
 

______________________________________


辽宁卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/1000/index.m3u8?&encrypt=
辽宁卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?&encrypt=
辽宁卫视,http://39.135.11.88/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225717/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://42.53.68.178:9901/tsfile/live/0121_1.m3u8

 辽宁卫视,http://cfss.cc/api/ysp/lnws.m3u8
 北京卫视,http://cfss.cc/api/ysp/bjws.m3u8
 东方卫视,http://cfss.cc/api/ysp/dfws.m3u8
 湖南卫视,http://cfss.cc/api/ysp/fnws.m3u8
 江苏卫视,http://cfss.cc/api/ysp/jsws.m3u8
 浙江卫视,http://cfss.cc/api/ysp/zjws.m3u8
 黑龙江卫视,http://cfss.cc/api/ysp/hljws.m3u8
 内蒙古卫视,http://cfss.cc/api/ysp/nmws.m3u8
 吉林卫视,http://cfss.cc/api/ysp/jlws.m3u8
 天津卫视,http://cfss.cc/api/ysp/tjws.m3u8
 山东卫视,http://cfss.cc/api/ysp/sdws.m3u8
 山西卫视,http://cfss.cc/api/ysp/sxws.m3u8
 河北卫视,http://cfss.cc/api/ysp/hbws.m3u8
 河南卫视,http://cfss.cc/api/ysp/hnws.m3u8
 湖北卫视,http://cfss.cc/api/ysp/fbws.m3u8
 安徽卫视,http://cfss.cc/api/ysp/ahws.m3u8
 四川卫视,http://cfss.cc/api/ysp/scws.m3u8
 重庆卫视,http://cfss.cc/api/ysp/cqws.m3u8
 江西卫视,http://cfss.cc/api/ysp/jxws.m3u8
 陕西卫视,http://cfss.cc/api/ysp/sxws.m3u8
 青海卫视,http://cfss.cc/api/ysp/qhws.m3u8
 宁夏卫视,http://cfss.cc/api/ysp/nxws.m3u8
 甘肃卫视,http://cfss.cc/api/ysp/gsws.m3u8
 江西卫视,http://cfss.cc/api/ysp/jxws.m3u8
 贵州卫视,http://cfss.cc/api/ysp/gzws.m3u8
 东南卫视,http://cfss.cc/api/ysp/dnws.m3u8
 广西卫视,http://cfss.cc/api/ysp/gxws.m3u8
 广东卫视,http://cfss.cc/api/ysp/gdws.m3u8
 深圳卫视,http://cfss.cc/api/ysp/szws.m3u8
 厦门卫视,http://cfss.cc/api/ysp/xmws.m3u8
 云南卫视,http://cfss.cc/api/ysp/ynws.m3u8
 新疆卫视,http://cfss.cc/api/ysp/xjws.m3u8
 兵团卫视,http://cfss.cc/api/ysp/btws.m3u8
 西藏卫视,http://cfss.cc/api/ysp/xzws.m3u8
 海南卫视,http://cfss.cc/api/ysp/hinws.m3u8
 凤凰中文,http://39.135.11.88/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225738/1/index.m3u8?fmt=ts2hls


湖南卫视,https://media.hndyjyfw.gov.cn/live/jz-hunanweishi-gq/live.m3u8
江苏卫视,https://media.hndyjyfw.gov.cn/live/jz-jiangsuweishi-gq/live.m3u8
安徽卫视,https://media.hndyjyfw.gov.cn/live/jz-anhuiweishi-gq/live.m3u8
